122|11/14/2017|4/24/2018|BD1000|100|03680|4/24/2018|150|1.00|QTY_FINAL 
122|11/14/2017|4/24/2018|BD1000|100|03690|4/24/2018|300|1.00|QTY_FINAL 
101014|11/14/2017|4/24/2018|BPF3000|101|03931|4/24/2018|2|15.00|QTY_FINAL 
101014|11/14/2017|4/24/2018|BPF3000|101|03915|4/24/2018|2|10.00|QTY_FINAL 
101015|11/14/2017|4/24/2018|BPF3000|101|03995|4/24/2018|2|15.00|QTY_FINAL 
14|11/14/2017|4/24/2018|BP2000|102|002902|4/24/2018|30|1.00|QTY_FINAL 
13|11/14/2017|4/24/2018|BP2000|102|04265|4/24/2018|30|1.00|QTY_FINAL 
14|11/14/2017|4/24/2018|BP2000|102|05180|4/24/2018|1|5.00|QTY_FINAL 
